#GeneID,a1,b1,g1,GOF1,a2,b2,g2,GOF2,s1,f1,d1,s2,f2,d2,Rs,Rf,Rd,pSize,pFreq,pDuty,p-value,mu1,cv1,mu2,cv2
YMR198W,0.196,2.9888,432.0669,2.23e-09,0.1764,2.2358,465.2915,5.529999999999999e-07,156.2688,0.1832,0.0653,223.4127,0.1628,0.0774,0.5157,-0.171,0.2436,0.0,0.0,2.9900000000000004e-24,0.999,20.4016,3.2348,25.882,3.1278
YMR199W,0.1878,2.8639,674.7881,4.01e-07,0.1855,2.4861,841.4199,2.82e-07,254.2634,0.1755,0.0653,366.4825,0.1716,0.0749,0.5274,-0.0325,0.1973,0.0,0.0159,2.69e-15,0.997,33.4842,3.1242,48.4725,2.8548
YMR200W,0.3768,1.081,830.2641,0.219,0.2391,1.86,921.4539,0.0365,793.191,0.278,0.261,518.5396,0.2108,0.1174,-0.6132,-0.3989,-1.1524,0.0,0.0,0.0,7.37e-06,223.7532,0.9803,101.2701,1.7216
YMR201C,0.2325,3.1221,638.8434,0.00107,0.226,2.9627,450.4154,0.00233,218.1076,0.2155,0.0728,162.9838,0.209,0.0753,-0.4203,-0.0441,0.0494,0.0,0.00131,0.0162,0.491,38.8703,2.4446,27.2009,2.6735
YMR202W,0.3045,2.3901,1219.0889,0.188,1.114,34.6728,16005.1696,0.605,533.2306,0.2688,0.1167,478.9206,1.0797,0.0315,-0.155,2.006,-1.8885,5.4e-16,0.0,0.0,1.84e-13,139.4691,1.4450,503.6887,0.8908
YMR203W,0.4326,16.3414,13885.6333,0.371,0.4462,2.6834,1671.3262,0.5,890.0678,0.421,0.0267,652.0662,0.3808,0.1463,-0.4489,-0.1447,2.4521,0.0,5.99e-26,0.0,0.186,367.4615,1.3438,248.7714,1.0840
YMR204C,0.2071,2.2558,196.7204,1.96e-12,0.193,3.5125,381.2823,2.38e-10,92.0593,0.189,0.0876,119.8263,0.1821,0.0566,0.3803,-0.0539,-0.63,0.0,2.71e-06,0.0,0.725,12.2594,3.1142,13.5587,4.1431
YMR205C,0.5831,4.0379,5342.5343,0.956,0.8276,8.3287,7662.2371,0.454,1362.3152,0.5082,0.1279,947.7467,0.7517,0.0914,-0.5235,0.5648,-0.4852,0.0,0.0,0.0,0.186,665.1464,1.1410,705.2304,0.8790
YMR206W,0.2186,2.4477,192.1947,3.08e-05,0.2692,5.8457,109.2497,3.5399999999999998e-09,84.2471,0.1998,0.0865,20.164,0.2567,0.047,-2.0628,0.3616,-0.8808,0.0,0.0,0.0,0.0365,11.9072,3.0904,3.2399,5.3504
YMR207C,0.2155,2.2101,350.261,3.36e-05,0.1848,6.3315,1856.3983,0.000891,168.4747,0.1954,0.0931,315.871,0.1793,0.0302,0.9068,-0.1237,-1.6234,0.0,8.99e-24,0.0,0.546,24.1628,2.7322,38.9347,4.5876
YMR208W,0.1852,3.8661,954.6038,2.43e-07,0.2498,5.7848,2921.2277,0.00796,271.9335,0.176,0.0496,537.1108,0.2389,0.0435,0.982,0.4404,-0.1894,0.0,0.0,3.83e-14,2.71e-06,33.7035,3.4677,110.7937,2.5967
YMR209C,0.2035,3.6917,1206.2844,5.61e-06,0.1858,9.5573,4511.8433,0.00132,350.032,0.1924,0.055,522.5888,0.1819,0.0213,0.5782,-0.0807,-1.3717,0.0,3.17e-12,0.0,0.672,53.3096,2.6932,61.8403,6.0440
YMR210W,0.23,1.3448,710.9211,0.189,0.1924,5.8624,2411.6263,0.000993,561.4402,0.1951,0.1518,443.6431,0.1859,0.0338,-0.3397,-0.0699,-2.1654,0.0,3.98e-08,0.0,0.0118,102.1975,1.5893,56.9675,4.1814
YMR211W,0.2057,2.4947,185.6462,9.69e-09,0.1933,4.0273,791.8683,5.9e-06,81.2988,0.189,0.0815,212.8466,0.1839,0.049,1.3885,-0.0393,-0.7321,0.0,0.00313,0.0,0.158,9.7339,3.5846,27.6253,3.5523
YMR212C,0.2013,3.1742,1688.8706,0.0028899999999999998,0.23,11.3984,8326.876,0.156,569.1959,0.1886,0.0628,783.7585,0.2252,0.021,0.4615,0.2557,-1.5794,0.0,0.0,0.0,0.0953,85.3487,2.4505,162.7024,2.7564
YMR213W,0.2505,4.2129,188.8274,3.77e-08,0.2264,1.9702,121.6811,4.7999999999999996e-11,48.3338,0.2356,0.0599,66.0026,0.2021,0.1084,0.4495,-0.2211,0.8541,0.0,0.0,0.0,0.999,8.55,3.2956,9.826,2.7277
YMR214W,0.2994,3.5575,873.7368,0.0188,0.2767,1.6795,386.7042,0.0167,261.3766,0.2752,0.0818,242.3195,0.236,0.1463,-0.1092,-0.2213,0.8384,3.07e-05,0.0,0.0,0.826,66.5647,1.6690,54.3259,1.5106
YMR215W,0.1984,2.4619,529.5747,5.94e-05,0.238,2.5507,2335.5654,0.00672,232.8926,0.1827,0.0795,960.8541,0.217,0.0885,2.0447,0.2478,0.1549,0.0,0.0,4.9e-14,1.44e-05,31.943,2.7942,212.5281,1.5523
YMR216C,0.2532,2.4595,2091.464,0.152,0.2101,5.0306,3025.5077,0.0054,891.1068,0.2287,0.0964,648.6034,0.201,0.0431,-0.4583,-0.1864,-1.163,0.0,0.0,0.0,0.00519,205.1913,1.4540,100.4043,3.0584
YMR217W,0.2285,1.5472,969.1115,0.0179,0.7183,13.9772,11968.7631,0.0626,655.4617,0.1982,0.1322,885.8118,0.6825,0.0502,0.4345,1.7836,-1.3968,0.0,0.0,0.0,3.59e-14,120.4851,1.6906,600.3575,0.9525
YMR218C,0.1978,2.3894,493.9231,1.0900000000000001e-07,0.1718,3.3996,1316.8083,0.00385,222.8232,0.1817,0.0807,416.5638,0.163,0.051,0.9026,-0.1565,-0.6613,0.0,0.0,0.0,0.999,31.5359,2.6635,43.5602,3.9569
YMR219W,0.2071,3.5463,1845.6148,8.63e-05,0.2423,2.2178,830.9336,0.102,569.445,0.1947,0.0596,398.1668,0.2173,0.103,-0.5162,0.1581,0.7892,0.0,0.0,0.0,0.543,91.3296,2.4927,80.4448,1.7845
YMR220W,0.277,1.8176,812.7981,0.0661,0.2718,3.6728,1830.1315,0.0787,468.1992,0.2392,0.1359,528.1523,0.2522,0.072,0.1738,0.0764,-0.9167,9.61e-14,8.65e-09,0.0,0.829,113.2868,1.3306,116.1956,1.9209
YMR221C,0.2094,2.3407,1380.8171,0.257,0.2062,2.0828,849.6289,0.000744,629.3051,0.1912,0.0869,430.9524,0.1868,0.0939,-0.5462,-0.0334,0.1118,0.0,0.0333,5.39e-08,0.621,110.7894,1.9867,71.3679,2.0600
YMR222C,0.2377,1.931,425.2521,0.0022600000000000003,0.2106,1.6069,441.4946,9.17e-05,232.0417,0.2107,0.1136,289.0553,0.1852,0.1198,0.317,-0.1861,0.0766,0.0,0.0,8.81e-05,0.514,44.6712,1.7970,47.2294,1.9285
YMR223W,0.1992,4.1818,1277.9429,2.28e-05,0.1783,2.8889,728.4084,1.38e-06,333.4934,0.1895,0.049,273.3924,0.1673,0.0623,-0.2867,-0.1801,0.3464,9.37e-24,0.0,0.0,0.13,49.3783,3.0661,31.1541,3.5051
YMR224C,0.1725,1.8421,1012.3559,0.000331,0.1757,2.575,581.6279,3.8100000000000004e-08,586.6276,0.157,0.0899,242.6149,0.1638,0.0677,-1.2738,0.0618,-0.4093,0.0,3.7100000000000003e-07,0.0,0.0294,71.2625,2.6549,29.6381,3.2561
YMR225C,0.2962,2.7476,157.4904,0.0107,0.2935,3.1066,401.0856,0.0245,60.9032,0.2662,0.1011,135.319,0.2674,0.0892,1.1518,0.0068,-0.181,0.0,0.43,8.83e-21,0.0686,13.7293,2.0016,32.432,1.7910
YMR226C,0.8072,2.9355,2601.8833,0.389,0.6498,2.8992,1629.9706,0.839,920.018,0.6308,0.2189,580.4772,0.5291,0.1855,-0.6644,-0.2538,-0.2382,0.0,0.0,0.0,0.000206,560.2146,0.8681,300.3125,0.9346
YMR227C,0.2422,5.1633,271.1273,0.000329,0.1711,6.1806,1785.2827,1.18e-06,57.0269,0.2306,0.0481,320.065,0.166,0.0296,2.4887,-0.4738,-0.6995,0.0,0.0,0.0,1.0,8.7357,4.2307,30.1523,5.8950
YMR228W,0.1961,2.5837,391.0202,8.77e-08,0.185,5.8668,605.0315,3.13e-12,161.9531,0.1814,0.0746,113.3966,0.179,0.0332,-0.5142,-0.0193,-1.1676,0.0,0.0775,0.0,0.0548,22.041,2.9273,10.8467,6.4380
YMR229C,0.1896,3.3944,625.1818,2.98e-07,0.4699,2.4415,2566.9869,0.169,200.4114,0.1788,0.057,1088.5821,0.3925,0.1642,2.4414,1.1341,1.5267,0.0,0.0,0.0,3.8700000000000004e-22,24.5308,3.6587,420.2447,1.1403
YMR230W,0.8946,25.985,4206.4766,0.625,3.2632,8.0631,2041.5295,0.499,168.0414,0.8621,0.0367,257.9686,2.3197,0.2888,0.6184,1.4279,2.9745,0.0,0.0,0.0,2.2300000000000003e-24,141.2401,1.1735,587.2756,0.4614
YMR230W-A,2.1169,7.7487,3.2352,2.41e-06,2.6375,3.4361,1.9181,0.00016,0.4316,1.62,0.2212,0.6707,1.4138,0.4631,0.6359,-0.1964,1.0663,0.0,7.74e-11,0.0,0.263,0.6353,5.9053,0.8169,3.0372
YMR231W,0.1848,2.1156,639.94,1.92e-07,0.1911,2.008,324.4421,1.01e-08,323.81,0.1692,0.0844,171.9948,0.1735,0.091,-0.9128,0.0367,0.1084,0.0,0.000101,1.38e-06,0.492,44.5381,2.5408,22.6218,2.8028
YMR232W,0.4146,5.2542,29.4698,2.51e-07,0.2401,4.6846,134.9758,3.0099999999999997e-09,6.0161,0.3825,0.0777,31.1567,0.2276,0.0521,2.3726,-0.7488,-0.5764,0.0,0.0,0.0,1.0,1.7252,4.1715,4.3683,5.0354
YMR233W,0.2484,2.3717,129.7953,0.00209,0.2477,2.3226,131.9182,9.13e-06,59.0376,0.2234,0.1005,61.0485,0.2226,0.1016,0.0483,-0.0052,0.016,0.00198,0.719,0.123,0.888,9.4249,2.8636,10.3074,2.6613
YMR234W,0.2021,3.4732,683.4386,8.97e-08,0.1917,3.9643,838.3942,6.8e-05,211.0599,0.1903,0.0583,228.407,0.1822,0.0494,0.114,-0.0629,-0.2389,1.31e-05,3.5399999999999997e-07,4.0899999999999997e-23,1.0,29.1701,3.1528,29.8028,3.5886
YMR235C,0.3835,2.013,1250.0592,0.735,0.5939,12.5574,7975.147,0.183,644.2591,0.3206,0.1635,660.7683,0.5667,0.0462,0.0365,0.8218,-1.8242,0.0325,0.0,0.0,0.007659999999999999,210.5033,1.1154,366.3903,1.1948
YMR236W,0.3121,3.3115,812.4103,0.315,0.3053,5.18,1721.7819,0.159,258.9995,0.2841,0.09,348.011,0.2877,0.0577,0.4262,0.0183,-0.6414,0.0,0.135,0.0,0.812,66.5478,1.6455,91.0739,1.9432
YMR237W,0.2499,2.8408,1516.3291,0.25,0.1959,3.6679,2912.1007,0.000614,568.4415,0.2287,0.0846,852.6977,0.1854,0.0538,0.585,-0.3029,-0.653,0.0,0.0,0.0,0.125,122.3262,1.7696,132.2949,2.4555
YMR238W,0.2097,1.253,298.022,0.000187,0.1885,1.5025,711.6673,1.9e-05,248.7755,0.1786,0.1476,503.1137,0.1665,0.1163,1.016,-0.1013,-0.3429,0.0,2.35e-17,0.0,0.976,39.3095,1.8723,70.1849,2.1811
YMR239C,0.3159,10.3368,127.7003,4.03e-10,0.199,5.7097,1154.559,8.37e-07,13.2984,0.3062,0.0316,218.4244,0.1918,0.0362,4.0378,-0.6753,0.1929,0.0,0.0,3.54e-15,0.00513,2.707,6.1753,26.837,4.5183
YMR240C,0.2235,2.0775,517.2132,0.00426,0.1879,3.1531,839.6051,1.79e-06,262.3645,0.2012,0.1008,286.3398,0.1766,0.0596,0.1262,-0.1882,-0.7588,3.42e-07,0.0,0.0,0.0759,46.0435,2.0366,39.1637,3.0428
YMR241W,0.2871,3.0085,1015.8197,0.122,0.4912,2.0783,1198.4057,0.473,354.8096,0.2614,0.0899,598.6727,0.3959,0.1943,0.7547,0.5989,1.1117,0.0,0.0,0.0,9.67e-08,83.6653,1.7170,241.2244,0.9833
YMR242C,1.3979,18.3991,3999.8577,0.462,3.1943,13.0098,5827.7889,0.167,224.844,1.2973,0.0717,461.5051,2.5611,0.1979,1.0374,0.9812,1.465,0.0,0.0,0.0,2.73e-26,284.4532,0.8634,1158.4726,0.4197
YMR242W-A,5.7432,4.4537,0.7371,5.73e-07,25.1131,74.4086,0.9784,0.00586,0.1935,2.4325,0.5634,0.0132,18.385,0.254,-3.8731,2.918,-1.1494,0.0,0.0,0.0,0.534,0.3948,3.9545,0.2223,6.0689
YMR243C,0.2678,4.2548,3461.3526,0.0289,0.493,7.4886,8705.6772,0.387,858.455,0.2513,0.0615,1216.3809,0.4612,0.064,0.5028,0.8759,0.058,0.0,0.0,0.000282,1.7e-07,196.4603,1.9375,549.994,1.2112
YMR244C-A,5.7686,6.4139,1.3594,0.0319,3.0942,6.0905,2.1064,8.4e-05,0.2697,2.9448,0.4972,0.387,2.0158,0.3461,0.5208,-0.5468,-0.5229,0.0,0.0,0.0,0.725,0.6405,3.4091,0.69,3.9143
YMR244W,0.4298,9.6825,41.156,9.93e-09,21.8427,140.4253,0.3883,-1.0,4.5754,0.4108,0.0453,0.0028,18.705,0.1343,-10.6887,5.5088,1.5678,0.0,0.0,0.0,0.861,1.3384,6.5957,0.0362,9.0000
YMR245W,1.4017,3.9318,3.1284,5.620000000000001e-09,0.3115,2.5994,54.0395,8.11e-06,0.8809,1.004,0.2812,22.0873,0.2767,0.1118,4.6481,-1.8594,-1.3313,0.0,0.0,0.0,0.0359,0.7734,4.6169,4.6499,2.6883
YMR246W,0.2121,1.4289,863.5765,0.00187,0.3055,2.9137,2913.5168,0.17,638.9616,0.1838,0.1339,1057.5328,0.2751,0.0994,0.7269,0.5818,-0.4298,0.0,0.0,0.0,0.000116,106.0687,1.7867,290.6844,1.4232
YMR247C,0.2022,2.8839,1761.2363,0.009470000000000001,0.2203,2.2281,759.4771,0.00141,652.1373,0.1883,0.0686,360.2861,0.1997,0.0938,-0.856,0.0841,0.4515,0.0,2.66e-10,0.0,0.993,102.0394,2.4470,65.211,1.9607
YMR247W-A,1.0075,14.1451,12.0761,3.38e-07,0.6298,5.5056,12.1482,1.6300000000000002e-07,0.8955,0.9361,0.0705,2.3402,0.5632,0.1061,1.3859,-0.733,0.5888,0.0,0.0,0.0,1.0,0.7092,8.3577,1.0591,4.7975
YMR250W,0.6154,2.4995,4900.0175,0.484,0.1767,2.7791,654.5699,4.17e-06,2022.2343,0.4922,0.1999,252.2967,0.1655,0.0632,-3.0028,-1.5721,-1.6613,0.0,0.0,0.0,0.0,980.9744,0.9367,30.9456,3.2948
YMR251W,0.2216,1.7038,388.1409,0.000127,0.2547,9.5579,207.2532,1.71e-06,241.6751,0.195,0.1198,23.7841,0.2476,0.028,-3.345,0.3442,-2.0961,0.0,0.0,0.0,8.529999999999999e-07,40.4318,1.9577,3.4747,7.1619
YMR251W-A,4.4355,17.5633,4129.2935,0.387,0.5695,14.1492,2037.7172,0.111,243.4874,3.5333,0.2037,150.7741,0.547,0.0406,-0.6915,-2.6913,-2.3284,0.0,0.0,0.0,0.0,837.8976,0.4143,75.6687,1.7961
YMR252C,0.2478,2.8906,489.1476,0.00112,0.2279,2.1981,337.5102,3.86e-05,180.2298,0.2272,0.0826,163.2778,0.2055,0.0981,-0.1425,-0.1445,0.2485,1.2299999999999999e-09,3.5599999999999996e-25,0.0,0.253,34.7699,2.0262,27.6857,2.1737
YMR253C,0.208,3.4461,2054.2259,0.00492,0.1879,3.261,981.8139,0.000116,633.1573,0.1954,0.0598,321.517,0.177,0.0577,-0.9777,-0.1431,-0.053,0.0,0.0,0.00678,0.013,112.3676,2.1313,45.4233,2.8346
YMR254C,0.3236,1.94,41.8338,7.56e-05,0.6697,5.8736,12.0578,0.000324,22.8578,0.2756,0.1487,2.2242,0.5982,0.1069,-3.3613,1.1182,-0.4759,0.0,0.0,0.0,0.0027600000000000003,4.9607,2.2700,1.0663,4.5798
YMR255W,0.2448,3.7995,1490.1868,0.0087,0.2216,3.0809,1206.8729,0.00715,419.2304,0.2294,0.0637,416.4961,0.206,0.0705,-0.0094,-0.1549,0.1456,0.661,0.0,8.14e-13,0.318,76.0074,2.5964,70.515,2.2865
YMR256C,0.3627,5.4277,400.0084,0.712,0.3546,2.855,172.794,0.00998,77.5542,0.3392,0.065,64.3024,0.3136,0.1158,-0.2703,-0.1131,0.8331,0.0,5.91e-17,0.0,0.663,22.6789,2.0914,17.9516,1.6886
YMR257C,0.1899,1.9533,468.7906,1.66e-06,0.1582,3.7176,1873.4293,5.529999999999999e-07,255.4562,0.1723,0.0924,548.126,0.1513,0.0438,1.1014,-0.1875,-1.077,0.0,0.0,0.0,0.659,32.9582,2.6900,54.6941,4.0589
YMR258C,0.2289,2.1509,1238.2851,0.0314,0.1956,1.6196,429.5108,1.5e-06,609.3917,0.2058,0.1002,288.5964,0.1733,0.1148,-1.0783,-0.2482,0.196,0.0,0.0,1.04e-24,0.00168,115.4368,1.7919,39.5306,2.3581
YMR259C,0.2033,2.9153,295.445,9.359999999999999e-08,0.2147,3.2852,725.2887,1.62e-07,108.413,0.1892,0.0689,236.5845,0.2009,0.0648,1.1258,0.0865,-0.0874,0.0,4.46e-12,0.00133,0.0074,14.0843,3.5047,38.6125,2.6538
YMR260C,0.7751,3.0144,784.7107,0.18,1.982,42.6828,10070.9318,0.311,269.8517,0.6139,0.2081,244.4732,1.8916,0.045,-0.1425,1.6236,-2.2108,1.4000000000000003e-17,0.0,0.0,6.8e-13,167.792,0.7783,450.53,0.6830
YMR261C,0.4017,2.2519,3607.8193,0.141,0.1997,2.1601,1382.7498,9.31e-06,1655.0949,0.3397,0.1539,679.4777,0.182,0.0884,-1.2844,-0.9005,-0.8005,0.0,0.0,0.0,4.33e-12,559.9881,1.1138,103.5317,2.2280
YMR262W,0.2364,2.0891,854.2449,0.0052899999999999996,0.1783,2.6522,1093.0299,4.68e-06,433.441,0.2112,0.1059,439.0887,0.1665,0.0661,0.0187,-0.3431,-0.6803,0.629,0.0,0.0,0.00692,85.9993,1.7342,59.1905,2.7488
YMR263W,0.2394,2.8605,578.1495,0.0216,0.2379,3.149,448.4421,8.28e-05,213.996,0.2202,0.0804,150.6134,0.2203,0.0734,-0.5067,0.0008,-0.133,0.0,0.633,9.32e-10,0.303,38.8473,2.3263,28.9913,2.2211
YMR264W,0.2547,1.6416,323.6458,0.000764,0.2933,4.5256,1173.3852,0.161,209.2073,0.2192,0.1396,275.7041,0.2746,0.0638,0.3982,0.3249,-1.1301,0.0,0.0,0.0,0.198,42.2604,1.6588,66.3783,1.9953
YMR265C,0.1794,2.1187,1040.467,1.31e-06,0.2007,2.0735,321.146,1.13e-09,530.6794,0.1646,0.0825,163.8161,0.1822,0.092,-1.6958,0.1468,0.1558,0.0,0.0,1.0599999999999999e-15,0.32,65.7332,2.6205,23.7271,2.5476
YMR266W,0.2021,1.2557,632.1822,0.000677,0.2211,3.6966,3290.9554,0.087,533.3275,0.173,0.1437,951.1016,0.2079,0.0597,0.8346,0.2651,-1.2684,0.0,0.0,0.0,0.152,78.0258,1.9295,177.0291,2.2708
YMR267W,0.2279,1.3173,444.3241,0.00718,0.196,2.4366,905.7645,8.57e-06,357.0826,0.1933,0.1529,394.7119,0.1806,0.0778,0.1445,-0.0979,-0.9746,1.66e-10,3.88e-14,0.0,0.149,61.2658,1.7397,57.0974,2.4802
YMR268C,0.2158,5.149,250.9471,7.41e-07,0.2427,6.0247,197.9264,2.3800000000000001e-07,52.5784,0.2066,0.0428,35.9482,0.2326,0.0421,-0.5486,0.1707,-0.0254,0.0,0.0,0.374,0.982,6.7863,5.0865,5.2905,5.0100
YMR269W,0.2214,2.4262,201.6073,2.0399999999999997e-07,0.2504,4.412,434.7376,0.000566,89.6514,0.2016,0.0886,105.6424,0.2361,0.0571,0.2368,0.2277,-0.6327,4.639999999999999e-22,0.0,0.0,0.162,13.3763,2.7813,19.7413,2.6895
YMR270C,0.1908,4.0027,1775.8267,0.00132,0.2213,3.9919,559.625,1.82e-06,486.8078,0.1815,0.0491,149.9852,0.209,0.0553,-1.6985,0.2034,0.1729,0.0,0.0,3.87e-15,0.365,63.905,3.1799,23.6612,2.9865
YMR271C,0.2103,1.9697,244.5465,4.05e-05,0.2919,12.8762,173.4515,1.25e-14,135.084,0.1886,0.1038,14.6105,0.285,0.0239,-3.2088,0.5959,-2.1175,0.0,0.0,0.0,0.00735,20.6628,2.4187,2.6535,7.5525
YMR272C,0.4609,11.3123,5514.6775,0.601,0.2772,2.2244,1346.3003,0.073,507.3445,0.4422,0.0408,635.1952,0.2457,0.1142,0.3242,-0.8477,1.4841,0.0,0.0,0.0,0.00911,218.1606,1.4032,143.6092,1.6136
YMR272W-B,7.1632,7.9449,0.9875,0.000282,19.2348,96.434,0.2026,1.0,0.1516,3.5504,0.4815,0.0022,15.6498,0.178,-6.1035,2.1401,-1.4359,0.0,0.0,0.0,0.519,0.4297,4.0629,0.0208,9.0000
YMR273C,0.196,2.876,1857.5151,0.0013,0.1975,2.8092,930.3727,2.89e-05,689.133,0.1828,0.0672,354.0085,0.184,0.069,-0.961,0.0091,0.04,0.0,0.596,0.0274,0.192,104.5468,2.5882,54.0444,2.4882
YMR274C,0.1967,4.6564,1096.3196,2.45e-05,0.2218,2.5831,152.0056,4.03e-10,255.395,0.1881,0.0436,63.2127,0.2033,0.0838,-2.0144,0.1125,0.9419,0.0,2.0400000000000003e-18,0.0,0.0788,35.7427,3.2980,9.1667,3.1880
YMR275C,0.183,2.1931,816.398,0.000436,0.1911,3.5192,1589.9204,0.000147,397.7227,0.1682,0.0808,480.4731,0.1807,0.054,0.2727,0.1033,-0.5805,0.0,9.48e-14,0.0,0.519,51.4146,2.6458,66.9416,3.0329
YMR276W,0.8184,4.1381,2527.0889,0.59,0.8332,2.3584,1825.5277,0.558,631.745,0.6815,0.1675,805.1507,0.6131,0.2645,0.3499,-0.1527,0.6589,0.0,0.0,0.0,0.757,418.7137,0.8975,462.361,0.8554
YMR277W,0.2376,2.0539,626.28,0.0012900000000000001,0.2319,2.8523,1426.7938,0.0281,322.2743,0.2119,0.1076,527.1101,0.2137,0.078,0.7098,0.0125,-0.4638,0.0,0.041,0.0,0.721,62.4963,1.8415,99.1958,2.0684
YMR278W,0.2044,2.1104,571.7402,2.16e-05,0.2044,1.5963,480.961,0.0015199999999999999,288.8529,0.1853,0.0928,318.211,0.1803,0.118,0.1396,-0.0395,0.3473,1.32e-11,0.00932,0.0,0.96,44.2944,2.3514,50.5607,1.9705
YMR279C,0.1885,2.4912,619.2377,9.79e-05,0.1519,5.9942,2291.8211,1.61e-09,265.3727,0.1746,0.0738,428.2485,0.1477,0.0273,0.6904,-0.2407,-1.4334,0.0,0.0,0.0,0.137,35.3007,2.8061,32.6417,7.0725
YMR280C,0.1842,2.7696,1038.4143,1.3e-05,0.1588,4.5746,1442.9716,2.17e-06,402.4866,0.172,0.0662,343.4387,0.1531,0.0362,-0.2289,-0.1682,-0.8702,1.25e-20,0.0,0.0,0.0202,54.2165,2.8621,29.3306,5.5762
YMR281W,0.2524,4.6486,1478.3058,0.00603,0.2118,3.6716,378.1456,8.43e-07,338.8592,0.2385,0.0547,110.1315,0.1995,0.0578,-1.6215,-0.2575,0.0796,0.0,0.0,0.00386,8.84e-06,69.1041,2.3158,16.764,3.0790
YMR282C,0.1891,4.1637,1762.4061,0.00016,0.1913,3.547,760.8458,6.27e-07,453.639,0.1804,0.0459,232.391,0.1809,0.0552,-0.965,0.0037,0.2648,0.0,0.501,6.439999999999999e-26,0.382,61.6378,3.1467,31.2487,3.3075
YMR283C,0.1902,7.5395,1117.6687,1.42e-08,0.215,3.6394,291.6062,2.9399999999999998e-09,166.1147,0.1849,0.0272,86.3621,0.2023,0.0593,-0.9437,0.1296,1.1248,0.0,3.27e-22,0.0,1.0,18.2787,5.8680,13.0756,3.2032
YMR284W,0.1885,2.4608,801.1188,5.57e-05,0.2172,2.1323,327.7134,0.00201,354.2482,0.1742,0.0762,163.5713,0.1961,0.0966,-1.1148,0.1713,0.3418,0.0,0.0,0.0,1.0,44.9202,2.8318,26.2459,2.3480
YMR285C,0.2136,2.4044,508.5852,3.58e-06,0.193,4.1173,1174.6007,0.00352,228.4924,0.1948,0.0868,313.4363,0.1836,0.0487,0.456,-0.0859,-0.8356,0.0,3.59e-12,0.0,0.991,36.2149,2.3563,41.0533,3.5341
YMR286W,0.3328,1.8579,123.5384,0.00345,0.3547,1.8638,160.9725,0.0532,69.8384,0.2805,0.1568,91.0482,0.2959,0.1655,0.3826,0.0772,0.078,0.0,1.8e-09,1.33e-05,0.272,18.6402,1.4499,25.4734,1.3678
YMR287C,0.1837,2.9001,448.7714,2.8e-08,0.1808,3.0835,677.9724,1.1e-06,168.4967,0.1718,0.064,235.2337,0.1701,0.0586,0.4814,-0.0146,-0.1274,0.0,0.265,1.41e-07,0.998,17.3084,4.1991,27.5516,3.5888
YMR288W,0.2062,5.6597,752.3052,7.61e-05,0.1725,2.5162,889.5803,3.18e-06,143.0422,0.1985,0.0374,381.6729,0.1607,0.0681,1.4159,-0.3042,0.8652,0.0,0.0,0.0,0.999,20.0209,4.0216,43.7962,3.3182
YMR289W,0.2181,1.9274,637.692,0.00458,0.2111,4.2652,1131.8091,5.71e-06,348.1025,0.1951,0.1051,292.8397,0.2002,0.0519,-0.2494,0.0376,-1.0187,0.0,0.00114,0.0,0.434,59.5215,1.9655,47.4933,2.7052
YMR290C,0.1926,3.1152,580.5741,1.52e-06,0.38,3.0689,1835.6886,0.0974,201.9705,0.1808,0.0619,624.3378,0.3371,0.1131,1.6282,0.8985,0.8705,0.0,0.0,0.0,1.71e-14,25.7736,3.3984,205.2049,1.2771
YMR290W-A,0.718,3.8532,13.1602,0.0305,18.7911,216.7545,2.9812,0.191,3.6122,0.6012,0.1619,0.0173,16.85,0.1147,-7.7023,4.8087,-0.497,0.0,0.0,0.0,0.000396,1.8646,2.5172,0.2569,2.8951
YMR291W,0.3943,2.8965,3669.5212,0.456,0.2096,2.0407,433.1844,0.000163,1317.7242,0.346,0.1225,228.363,0.189,0.0983,-2.5286,-0.8728,-0.3171,0.0,0.0,0.0,1.16e-15,428.7401,1.3064,33.346,2.4718
YMR292W,0.2601,3.0097,430.8782,0.00105,0.3657,4.3052,410.4563,0.0276,153.2463,0.2384,0.0837,100.8568,0.3361,0.0815,-0.6035,0.4954,-0.039,0.0,0.0,0.0675,0.0593,29.226,2.3462,30.9979,1.5932
YMR293C,0.1926,2.0761,400.3883,0.000112,0.1863,3.8628,521.3662,7.24e-09,206.6028,0.1754,0.0896,148.9579,0.177,0.0501,-0.472,0.0135,-0.8388,0.0,0.51,0.0,0.281,27.0602,2.7085,18.0765,3.8835
YMR294W,0.2327,2.6624,171.6381,1.7e-06,0.2458,3.6007,183.9421,0.000115,70.9425,0.2127,0.0868,54.7045,0.2293,0.0676,-0.375,0.1085,-0.3609,0.0,9.75e-17,0.0,0.344,10.2835,3.1889,9.1408,3.2106
YMR294W-A,0.6973,1.6732,17.1588,0.357,0.67,2.424,16.5515,0.00485,11.108,0.4876,0.3031,7.2603,0.5213,0.2222,-0.6135,0.0962,-0.4479,0.0,5.2e-07,0.0,0.0419,4.9355,1.2052,3.3752,1.5888
YMR295C,0.454,1.3109,284.4579,0.382,0.3326,2.1421,594.7878,0.0618,225.8368,0.335,0.2612,288.3591,0.2868,0.1373,0.3526,-0.224,-0.928,0.0,0.0,0.0,0.207,75.8735,0.9823,79.7869,1.3316
