n_S,ksV,ksD,k2I,k2M,kn2M,kBM,knBM,k13I,k13IV,k13ID,k3A_c,k3I_c,k3I_n,k13_c,kn13_c,k13_n,kn13_n,k1in,k1out,k3inA,k3outA,k3inI,k3outI
9,806.3209974,0.883866179,38.68583538,506.3100621,0.014218544,0.049210592,0.152606985,0.951029727,483.2210194,23.85459039,0.876966992,6.982084289,0.207137991,0.266624202,66.32273828,0.08844499,18.16035882,28.38126885,20.89226231,5.658770759,0.089317558,23.26860738,116.4235602
5,1650.008051,0.027050149,2.994825941,39.22926589,0.074956204,0.050729698,3634.85514,0.024152064,192.2089775,0.091464504,5.983119922,0.780916282,0.155364027,1908.642466,604.7654045,0.492649572,0.172056045,7.898055689,13.42041713,5021.477096,334.1696438,0.153225159,2.809002196
7,267.717862,0.589163439,7.864597984,223.0705975,6.029362002,2.08318771,117.527989,0.245590989,671.4482744,81.20418833,7.201597099,44.13762159,0.010370193,4920.473494,3637.591109,44.1266993,1.273309979,15.27608928,1876.267224,50.47588116,0.267423382,89.46008174,140.7115103
3,204.3931328,0.304586556,1783.584113,1968.115196,3.303025789,0.023316328,81.62284509,8.498521478,9527.253956,10.95210779,3.196764872,0.047793486,0.020063135,598.4842078,7073.47684,0.027769856,0.036903389,0.370884654,3.209461551,12.54086891,0.011145581,3.663470232,3814.433676
9,164.3761373,1.19808547,0.03494575,4916.747144,0.018314483,3.84603646,51.44433186,0.042028155,2802.333489,8.578160421,28.41074404,180.8176568,0.145342397,65.06263459,812.9961989,0.581877441,0.089368632,0.483930521,23.6479916,4705.112057,309.0777671,2.790800129,3564.884464
13,0.893093665,0.374053036,0.080514499,13.11684708,0.087450167,283.4692719,6659.180971,0.12985203,891.4489787,1788.691853,3.345661237,24.11718692,1.408462591,607.1207306,151.1469118,3871.837658,10.18218611,63.3701863,6970.713638,93.80336902,0.034702908,11.95198989,893.8407922
5,7107.095228,0.025696798,1.516765573,378.1442965,0.101917368,1.021219419,249.5928231,2.118612487,2665.206688,0.234423676,20.52652549,236.2738279,0.160968195,1136.271999,2278.089605,2117.879524,0.562955777,0.01695895,110.0215984,5.908630041,0.045340979,0.488260994,11.89011113
7,572.5388365,0.082356075,1041.908843,179.0501471,0.027278477,10.31612362,18.63856021,0.079153047,4272.660564,28.7050483,0.819583426,0.039121723,0.03308568,876.801012,1687.791391,0.095040171,0.014187789,3823.387509,3032.544415,0.945222692,0.022347388,27.80740456,6078.369893
13,0.091062918,0.379937109,0.884170951,21.48391021,0.31194052,0.297566695,1297.649221,36.95486765,8462.734323,3743.226082,0.924828946,0.660427392,0.0967581,1621.20136,4123.679379,37.47578994,1.116451055,7.836044038,265.5825619,3856.541277,230.8082381,0.037878786,0.09929612
7,2404.085291,0.396146453,103.622427,12.48643031,0.010629018,0.014093611,2478.409121,0.019868333,5114.520543,16.79117973,1.402511459,0.023664715,0.046303214,54.42412692,611.0063947,259.4239536,0.629881755,0.678389394,322.4576928,0.394764671,0.034034503,0.017335154,1.940668262
1,162.1499706,0.367546604,334.3430714,0.21339546,0.015561587,0.259704274,32.49845181,0.039214845,2416.167252,951.0835615,57.58485219,0.895441018,0.025235061,3957.187093,1258.649911,157.8198681,44.59931378,5.125743537,3.871886638,0.433934164,0.116194244,0.240043233,154.964836
5,51.13470675,0.61770834,0.017400575,110.5210371,0.080079544,7.850692642,1252.705398,0.02267696,2894.938459,4.840535216,5.749137939,55.09229372,4.271807702,574.5085231,627.9708289,752.0914559,0.074758641,0.028839071,278.3174831,1890.193313,59.43495287,0.301062755,4.673633504
15,1.796379141,0.814231311,0.025474353,607.7941062,0.019299767,0.185327885,25.22644156,0.148083781,7162.784844,5.124604686,14.2015781,0.085695225,0.572354306,222.0921902,591.6076486,0.022353671,0.01245768,304.1774653,1574.625571,0.388117084,0.030982868,0.018182511,0.072277231
3,0.032305421,0.527310907,0.257241025,19.7527123,0.626689979,0.030797213,6.373766706,0.795930039,87.98247214,91.68056989,0.028058876,0.073338002,0.010785691,874.1239273,1285.002311,10.23714579,0.183199079,636.603227,6435.303534,288.373568,4.803388347,1.801472851,300.5181349
15,4.376137751,0.24940242,10.66533514,4177.04257,0.259083185,0.267664495,56.3194002,0.254859904,6153.258392,1353.770762,0.284296367,1.375082141,0.030593674,20.23152932,928.3234073,55.11006293,527.1961856,1524.843562,3310.546866,1.558961158,0.089385147,2.384134999,5.486512435
15,1.659243488,0.012127706,0.083976262,901.0689436,4.945925183,0.494943296,1176.878852,0.026278846,1096.582529,0.398765093,0.356559353,0.015351852,0.014687991,3838.737876,5115.938575,109.9100467,1.240351906,4.009039906,128.4306768,178.7869969,1.457048885,0.30667254,5.24163975
9,52.11500525,0.071501514,2.250048623,1.827792208,0.128200741,0.023466312,147.4314063,229.9136258,1875.094079,0.847710659,0.027280127,0.067972271,0.010757365,50.24799524,6910.275103,0.149250643,0.584344435,45.53973443,194.2350903,366.1396138,0.145262532,14.60530099,5760.327276
3,580.695208,8.94483793,0.112153096,674.9118971,0.014448524,0.019804468,70.05720546,0.900828149,163.4077576,1.173894287,3.472888385,3.186191519,0.035414802,2004.760958,238.372118,2934.457344,650.2869441,16.19049539,11.38130135,8.296599992,1.566049711,55.99559508,7926.337075
7,0.427236349,0.649037285,0.102873251,5682.531681,0.058065004,0.379350784,0.021362338,0.241702094,2632.533116,2343.23222,27.0810261,1.131845778,0.462613283,15.60825286,545.6734131,0.175443619,0.427082033,151.2846014,1118.722318,39.53489679,16.14703221,2.148035272,37.83546483
11,130.1360157,0.851910205,78.92601947,1543.581278,103.8020585,26.74042206,1353.245949,0.053215306,2602.376953,2199.214418,0.671661568,46.98541914,0.182259915,535.0763378,855.6491544,41.89899189,0.022297647,0.115930027,301.2842715,114.1565001,0.280912556,6.654965565,446.308898
11,1.010711234,0.114929599,0.25970417,0.475953743,0.049635688,0.015487752,1130.122349,4.305946161,328.3459972,15.37578599,2.410230069,0.027500035,34.10697223,601.944463,7061.490353,89.61549872,278.2223629,1265.941577,5271.384536,14.62989281,5.47935981,0.031157925,0.217592916
3,2167.734779,11.93027168,33.26526155,2086.956559,0.084623838,0.054873533,5175.321758,0.014243988,4374.74292,1.630641698,17.85246563,0.138214121,46.75918194,7987.086865,3512.988385,13.58652958,2.093153985,40.19343309,1223.74024,13.49443011,0.018582043,0.025301556,0.165439219
7,538.6760213,0.682216539,74.64955501,1076.283336,0.060460913,0.631196453,123.1607884,0.018295058,7735.765625,4.758766308,10.9236952,0.011662158,0.010576257,512.6309712,9993.016023,2.495434154,0.010276281,1.018385886,483.4271038,9.543876641,3.035160223,75.61622816,1426.681548
3,5.44516525,0.063427295,0.011095598,3732.199443,0.095636176,0.081849292,480.1346418,36.43109586,2734.218317,0.017989817,19.32180971,0.6296066,3.125082954,370.3693412,3771.819618,2968.735268,74.53429077,1.726966384,124.8686547,9.045895162,0.234726808,0.045251696,1004.346712
5,2890.066107,0.046836978,0.055576003,329.6838867,0.010348203,0.012233513,63.60190499,0.693715577,558.289022,1.121958602,1.712550769,0.318668171,0.018106738,1026.990733,13.96730306,5435.956664,48.15479231,0.013872397,0.023888715,0.795479938,0.079681646,68.45886902,4302.912928
15,21.1390232,0.075237243,8.13584811,35.55734285,0.249959333,0.012027806,6.833779289,4.535880716,1098.430127,1.047321886,203.5341836,2.587644694,9.57162168,158.2992309,370.3401523,5883.371886,2498.986232,10.69896508,43.35903367,19.35060134,3.591818592,0.037008914,38.45807067
15,4294.632285,0.184317162,1.540864014,0.63788943,0.011504703,29.17072518,1933.631656,0.213204716,741.1791447,53.47582055,15.46218377,3.082497691,0.114352525,47.04179962,3476.472879,33.02997819,1531.739699,56.5969318,59.86099753,1.313949017,0.031865476,13.59347549,506.131225
13,194.1021226,0.049850852,6075.75487,3947.325969,0.04438856,0.01432697,239.7753914,6.343046474,6747.515645,463.730425,0.145313562,0.452955208,0.019391095,2467.457015,9051.35671,770.322704,2.455565134,395.4349703,7337.359792,33.41773443,1.6792317,9.787340179,1835.003719
1,565.498445,0.200471463,298.2787219,8292.891401,0.237732943,3.354193905,2.083924326,0.441462399,900.8191978,776.098991,1.885102382,0.016880855,0.11638195,50.81913066,656.7655157,5.406854108,0.017253538,0.181513436,223.976321,0.582726225,0.010014625,0.167828717,1.032944253
13,0.020861956,0.022900848,0.012529175,3479.94774,29.49827288,0.02691334,873.0556607,0.069141047,192.3658953,1741.58777,8.171730315,1.709875839,0.050213261,31.08717815,55.78122668,4.231783444,4.400941828,1483.723214,2808.661116,371.4279596,152.3941784,0.169488535,4.895709478
13,44.77974132,0.041096244,0.233272551,106.6619518,0.12118493,6.75965879,136.2834161,0.022754624,49.44826712,75.26079136,1.100015626,0.174924591,0.195640693,176.1256942,235.7475902,0.113431953,0.054151708,246.7478771,1578.126152,479.944533,8.204726948,2.351503935,8.517851648
11,346.5582291,0.775824654,120.8095864,53.06248745,0.033261229,0.090998852,2.67416467,0.061730735,636.0670914,13.01361232,4.95338586,20.44899465,0.028489505,956.4592686,9815.284149,0.3984156,0.034021035,0.631943615,261.2998176,2642.573565,10.44728545,0.334459875,3.160892204
3,1023.595791,0.013829703,362.9599279,48.27467547,19.849705,0.089517353,5521.336634,0.035991515,1526.174033,16.41668154,107.3246589,0.064542651,11.83603561,7311.976256,4016.233557,735.5939101,0.631345659,0.510128979,185.7932343,5786.41406,1644.397944,4.47553655,392.2055533
7,8561.366131,0.023335797,3.172516602,1921.994491,1.489106503,0.705058287,82.95793151,13.57090341,9892.488342,458.3319968,9.838117212,0.735336485,0.012522557,4.281105288,1099.823666,0.041550036,0.01978469,0.021203516,1.461902799,49.72437372,24.19810345,0.011194101,28.0517806
5,633.7527725,1.487363618,0.013327882,136.9202422,0.010235354,15.84486248,1035.699895,1.44716554,3050.583074,0.138638478,1.136347777,0.152314478,0.190249291,28.41685779,286.5498511,9.205116075,2.724910594,2.118895071,43.63012085,1443.514821,17.05685512,0.831103973,464.7829016
5,202.5138874,0.026376703,0.01240871,6564.180321,0.312723914,0.069084455,22.97172921,0.500104706,132.5227251,14.20875941,0.084607748,0.092217674,0.013935782,42.07375072,18.82170108,3561.513223,0.069846116,0.327626722,882.546198,0.794417858,0.152015137,21.32291334,4879.961725
9,127.7678199,0.749883571,0.042730889,34.4177991,0.820535507,2.123271405,125.6733571,64.32831449,8216.52045,132.0048865,51.13325237,8.301702026,0.01098443,225.3720409,5380.146325,658.3586306,3392.567236,8.374409865,14.37067418,120.3753471,38.42075579,0.236613167,73.91855567
7,5.846507997,0.347102586,0.09713916,0.031985909,0.258500215,0.018443477,2871.352795,0.017357943,3099.533961,3.763005353,106.2932106,0.046409024,0.033388568,1004.868809,7905.141759,7606.321527,880.1958023,0.239996979,5.46225556,0.128156114,0.027131193,92.55409835,7525.205449
15,12.61117353,0.417948078,4829.170837,2375.017745,0.013727558,111.8808576,1025.157421,0.463880755,177.6345042,454.4032662,2.675909678,0.604948933,0.556597208,66.92975662,54.31020796,3.491882212,0.168058941,5.60659036,159.0814093,12.5021827,0.126854538,0.233914094,164.7556779
13,223.3916769,0.055763917,5.773998498,61.62092782,225.0994917,0.080858371,4111.592061,5.666411453,7549.581358,54.45838671,9.509380418,0.044423395,444.1040738,521.7078628,763.6654236,19.86422585,20.07233478,19.22657574,38.32217557,31.38172495,0.02408586,0.37987951,1.124477636
9,0.017956451,1.18215293,0.297812811,6523.930328,0.010769949,0.742170756,7.780940782,0.016822708,682.8115068,129.6087219,0.79163221,0.116698913,0.032096075,13.75912763,5.607686561,0.024892805,0.01986058,8089.941786,9838.359754,131.0560069,10.35153146,0.046075541,0.253225369
13,2114.754274,0.020765692,25.84605479,974.1847214,0.022163707,0.308604548,336.1762897,0.025546621,2357.474548,8.199205529,6.834611889,14.2834086,3709.303971,5623.846095,2057.049591,361.1117401,11.70417827,2.918903929,21.58415466,58.14040945,3.902206759,0.17557803,1.033959006
7,68.96916673,0.023780587,1699.275258,5923.747092,0.012376954,6.857691608,37.62927862,0.129158764,4372.000584,2440.444134,0.957846223,0.043671185,0.014422523,586.0895081,247.0263281,24.48628652,6.896208873,0.031712829,0.1457798,10.89280468,0.153041383,47.70972283,321.4145736
11,16.37116769,0.135799467,2.465160426,5699.518448,0.439033913,33.67826461,2.609349207,0.884546432,4097.21983,904.9514869,3.831670412,0.598746993,0.235347105,598.9746624,4395.611221,72.34534404,0.103268446,0.342353629,1127.422112,14.69505249,4.800794537,0.07825742,0.097344401
15,236.5376446,0.917994742,0.750347092,200.4811836,0.189860414,0.010017237,252.8475008,3.42708522,7616.937379,3.749704042,5.846815631,2.584914424,20.29931068,98.88771693,2552.699678,0.299493337,4.424994977,1.411857013,1.640323376,39.18718326,0.060198397,4.584989208,4.821658973
7,2.92998152,0.994422464,0.451500332,4.855199061,0.024977058,0.028432471,576.3712018,1.024693456,6591.229618,9.426023691,257.7160513,0.016389299,8.831064453,1655.593514,3186.122194,475.2344865,0.644221502,3.903125931,4437.700826,15.92410496,0.153232098,96.53446154,133.6796683
1,203.7943768,0.417026682,1752.143781,3813.636433,2.32301152,3.348088918,31.0918311,1.508148124,3973.824021,94.13359747,0.897312175,1.161891452,0.403609125,719.5474911,2834.694525,4995.086866,400.1519884,0.029461499,0.670851026,245.4313299,1.169131363,23.9558428,148.0075664
3,1.136896714,0.022036314,1.200063203,32.50171483,0.737804991,0.090917075,30.66646418,0.326387996,2534.933676,59.35045385,0.620909896,1.765129244,0.032996905,3257.624097,6111.963374,19.37691927,0.278839775,0.342093322,5.174311634,41.24023833,0.745458248,0.062882643,24.47539773
1,656.5388882,0.035486401,3.118731627,2012.552919,0.997740998,0.054032486,298.5666213,7.567306188,3224.16016,0.098270646,4.712462992,0.394678938,0.02837827,3179.969448,4812.640337,0.012874116,0.014197371,0.046097368,0.036567867,0.512185274,0.010271973,0.034265563,1.158425128
7,0.481317816,0.422089666,11.53352482,416.2296416,0.120550983,0.191244164,36.74530694,0.045875966,10.05610116,30.83270427,2.364272903,0.653383653,0.12437392,989.9827198,62.66830699,3047.291729,181.6380976,221.8716546,216.2486156,856.4137248,223.6999333,3.32335556,3981.648775
9,1489.967282,0.016767439,14.18533321,7971.546352,12.57916989,0.024508804,2305.150382,0.438335021,1779.026784,91.60033515,0.083914845,0.043094321,0.011273915,26.6818371,132.9018111,0.016426873,0.019923765,0.017417316,0.020006343,8433.254391,57.45627016,0.111202052,21.45082107
3,367.951723,0.644621236,0.012212876,3318.655233,0.152433414,0.030984704,82.93585115,1.139576086,8683.95575,4246.521764,2.059890872,0.238881898,0.014313592,677.8096844,780.0536939,291.56666,16.29860621,1208.724672,9593.859337,308.4211369,130.8259323,3.208633816,1180.502246
13,1.719375163,0.0143844,19.55998465,31.14375045,0.079517327,1.250147285,156.0981256,0.0224135,7822.270202,258.1164071,10.47438951,1.851798416,0.012134849,846.1405729,587.7302719,1454.534374,0.39919659,5.479125201,3789.374648,102.9178771,43.67371287,0.074860758,1053.615182
9,132.8669555,0.679861234,5.424774957,847.971157,0.606211288,0.046843278,1.188765613,0.102286595,336.1997439,53.72193601,4.251022383,0.034923882,0.027823746,295.9037707,793.7169808,113.7030503,234.1753968,8.935108532,22.07452738,88.47615387,1.443427923,3.244554712,156.3613498
13,4.02591234,0.524078772,0.236119243,9215.641877,0.160309436,0.073483864,3.897230907,0.022920334,832.3753642,0.699573067,48.56114652,0.272017415,0.189380281,100.4936983,1097.262937,17.85380567,174.6766274,7825.256733,6268.084208,1.171679904,0.038172452,0.057649977,869.4229406
9,1360.789531,0.125604796,0.392847289,571.296985,191.1819807,0.012881858,221.7793529,1.686867843,2058.982918,808.6564336,24.33371399,0.086792879,5.473867873,626.0296879,141.189847,13.47573381,1.010577666,230.1192164,430.4222392,2203.728476,841.7305842,0.683082981,6045.135796
11,0.061035041,0.011328702,0.041745962,0.850428938,0.269172402,0.027024126,7240.935702,2.748203394,269.852471,3.487835653,0.354232333,1.91831534,0.01447738,207.9913891,219.8779432,49.84238677,18.86803645,2625.42687,8741.140032,16.65873147,0.052367989,0.012732673,21.69621817
9,40.42815547,0.578346158,225.7643108,71.26139433,0.453331199,0.014699823,7.170247763,11.17469734,456.7180299,7.633451993,3.890954709,146.4056375,0.099786939,1690.308819,3569.722418,123.2331642,236.6106816,0.099700079,0.119263599,35.33918874,0.195225134,0.29525809,1009.734844
5,0.498838127,0.195368685,0.028217455,7056.354077,1.372878827,1.114023654,204.8048486,0.010880667,4611.115077,44.08201162,4.406441196,0.078288047,0.168259407,6.27447292,309.2470901,0.034840008,0.062735719,2306.588854,9311.872001,210.7377829,52.48238715,3.144670666,3276.63243
1,878.4125202,3.020889006,578.0654154,48.37603809,0.057060896,0.291602595,2.85680604,0.657778199,3065.426368,97.75924447,0.874656233,0.785934647,0.013221155,678.185806,3964.21092,8.322946517,3.802530788,0.098577916,0.312398593,0.8717629,0.033180768,8.610009236,30.79917935
9,3006.221929,0.196095429,1917.489771,771.8281439,0.017184017,88.39749951,228.2557767,1.104873047,548.0897064,15.24614933,0.716621627,0.064773984,0.031786794,5711.352744,533.6612509,1182.002641,6.251355333,23.25361596,40.42784924,711.009512,58.55352392,0.029858368,38.45348121
3,56.42002956,0.013196185,50.56707737,1113.748591,0.051447538,0.106029563,6.587258775,0.175094966,7284.939912,10.16742622,0.113310049,0.117416455,0.016417523,140.9639519,315.800579,215.678713,3.153682621,311.0042096,2199.05641,5199.409862,893.5999577,0.040596402,57.71676988
9,1672.805401,0.024764086,36.77255194,851.6087781,0.017757955,0.015167525,0.128245846,1.725509352,54.55261378,0.380728115,0.258294802,0.456025035,0.011411453,530.9154112,165.6763294,9359.889771,410.0117441,310.1558342,301.4527734,0.338366386,0.050444898,182.8748697,4871.092295
9,8.496498823,0.085603505,2.301629018,1015.936105,0.074925392,849.1942157,43.81626442,0.132141616,170.9929827,49.86692714,0.267520326,0.294724237,0.014123248,132.0745573,2569.017164,200.7560362,13.36347385,0.410142151,54.56086421,224.1520606,4.994831339,504.8164868,1176.364831
3,133.6887194,1.368507064,0.012587395,7456.905664,0.015023916,96.68516888,113.6686706,0.024966601,2857.298081,40.10292728,0.072306605,0.014805317,0.033399497,232.4329648,133.3255908,47.0712961,2.072240067,647.8001331,5187.404285,4646.085629,42.61595431,0.134632199,59.87192062
7,3054.869305,0.050310925,75.59873596,4056.651115,0.012390695,7.862331875,1593.152843,26.13478221,9535.450552,12.92160438,0.100721365,0.049503606,0.051607924,34.90694615,5091.858881,0.80838119,0.30184884,6.385043646,329.6706116,68.03365139,0.199626831,26.70350081,1124.889943
7,29.58372578,0.946266525,301.2552562,6783.141666,0.039873682,97.92053583,3951.19437,0.350683993,3534.157987,336.3009056,345.9685824,4.69627604,0.026209947,306.48755,1441.327971,5.965372517,3.198912784,0.400368441,4.330371661,4.859497973,1.742604766,0.242923172,192.6870115
1,0.120384126,0.039006787,2.47593103,170.5990875,0.080950669,0.316824527,18.2082375,2.294314001,476.1364315,212.7224413,24.13131748,2.224100379,0.069149194,446.0365694,252.1557853,588.9917818,58.02478642,221.0247753,1354.169795,0.752775413,0.203967395,57.24075855,145.6560726
7,0.356989057,0.015913137,0.012609031,64.66509285,0.147404527,0.178457208,8.059971101,0.027466296,3274.506424,202.0491053,76.91547021,0.399189013,0.161535758,6009.488606,2226.226905,0.678579023,0.100332695,1.118209791,2.654554662,5708.882669,2591.830225,9.459479677,399.836439
11,85.57550384,0.063422263,76.8714057,22.59464771,0.07464939,0.019593588,246.8623231,0.387353713,83.94822309,0.19513661,3.471218885,0.011923192,0.951277109,45.98616379,261.8521151,8.092222284,30.39788355,437.4591512,795.3364723,182.2241052,8.182391274,1688.071361,9494.449414
9,316.3958196,0.613499186,2.813084572,6651.525685,0.056103693,0.170620897,550.091813,6.68106874,4452.450748,200.3991968,0.967463137,0.507565588,0.21080694,0.761965693,132.2059077,2383.581465,1640.184492,0.192151699,6.571311294,2.043736162,0.30324466,0.074368729,1.054262313
15,8.130922596,0.015445072,0.457756413,106.9890201,0.024452672,6042.476909,5366.131104,8.09415111,5412.946796,5.584556107,989.8600028,0.040991615,16.20196141,9775.038891,8006.208834,6465.351551,67.22918162,58.82417497,4086.486227,807.5892278,438.8550233,11.61167338,31.54958374
1,2042.146904,2509.380286,96.54606719,3.407195692,0.029983183,0.126178422,1414.250988,0.010400939,993.3637044,1839.347496,0.041948702,0.103107099,0.020782586,1134.047266,1852.354967,145.0486102,4.668500087,0.081765008,0.275682425,1939.435433,69.13037944,0.164300126,7075.950812
5,2561.47689,0.238771272,0.052663564,60.00479108,0.014579347,0.022882313,8.891630727,0.529813054,80.65277294,51.86279046,9.493848835,0.366642601,0.059917262,1503.633939,3170.418902,10.68762612,5.959197233,4.206718137,14.72558442,4767.67684,2529.138296,2.336926341,113.9297973
13,7486.442059,0.051641014,306.6755284,2105.040533,0.012712974,0.637056294,12.11720631,0.494578088,5864.315955,200.3147888,0.529541617,0.440966377,0.031798766,1883.038475,523.077831,6706.727057,1.461031366,0.157949711,66.42191398,0.817995542,0.113806679,0.055436703,1452.818815
3,36.99333966,0.924955125,23.19931713,3.311158493,0.014650148,0.54702496,9042.253384,1.111089532,2361.058064,0.725071203,1.151600421,6.635495412,0.119780703,918.7546582,8541.576885,10.28182304,71.62674401,324.0015071,648.3444308,7930.514614,140.7505224,2.017898243,6.986441768
11,6.411753458,0.653610202,0.148650828,8274.520103,367.7623315,96.25808877,6662.376765,5.280962962,9942.646706,2789.590338,15.72727738,0.135138141,5.965060202,812.260604,5874.838552,1295.81745,865.4366483,71.48429172,307.2397737,3284.601122,3029.701465,0.58182182,2.030577191
15,2128.258686,0.01998518,7804.524919,1091.194371,0.031708798,3.753047037,3081.894448,0.020354983,2673.290104,110.7884639,1.481471225,0.079008671,0.036328569,235.6857798,2.513266638,2.162841175,0.014550816,30.85997644,89.77846383,0.459521798,0.098005134,28.0074856,146.8729819
1,5.802931887,0.022045482,0.047597899,431.1590338,0.450037556,19.36626086,474.2882684,1.381111924,688.4404927,36.66609359,7.840178001,0.16990695,0.048227482,2414.97606,1656.213001,633.8957284,0.407725757,0.97175769,238.3991749,0.16692499,0.026706831,0.463542766,6960.562168
9,299.9065702,1.41615349,0.928282192,1479.335255,24.25372397,0.188614439,2.205852731,0.041694063,372.2108891,277.7223368,12.08432077,0.171458214,1.459765621,2101.327822,1281.237419,482.7561201,0.036716489,0.051126738,528.8552364,12.82023181,0.073530445,0.040587947,147.3379101
3,0.079961136,0.183245006,0.323537497,168.1912252,0.079448716,0.398675947,7.548674363,0.248160569,506.4645751,1450.648908,0.13892616,0.011440512,0.023817173,238.4490877,5907.691141,0.16434274,0.042103507,1.531230686,23.88435045,0.287901514,0.037814452,0.112627444,1187.630046
5,385.540053,0.035867974,1.156317225,0.027011377,0.058926482,0.069732617,894.2062478,0.015978354,86.7560973,129.7786883,0.04584886,0.14010015,0.019251441,4.275693525,6.646028195,7417.067719,0.083080125,0.012103768,791.2252804,6617.575561,537.7127006,2099.750958,4919.8027
3,144.7117625,0.07317426,44.32286778,38.20658344,0.020023253,0.19323763,7217.167857,7.177394498,8441.332186,0.015572737,13.96133239,0.048932817,17.59270884,232.6839808,8689.587124,1.373351,4.909585001,0.109976285,0.395832205,18.56484005,0.534058797,0.099797547,0.572301957
15,7633.31467,0.064007402,5.808902158,314.4780222,0.055474548,0.010159101,0.03673023,5.714800731,9022.051865,525.8773925,181.6643166,2.617152803,0.267491805,243.2138815,436.5569052,142.3240305,178.602011,0.246171248,0.801919194,295.2603839,55.80900447,3.91920246,910.8014347
3,980.1936645,0.03025988,0.545065947,763.196938,0.010261614,0.082673298,44.31472156,0.770626739,143.7034675,1.334662064,1.284697932,0.035350446,0.074015713,0.826486061,60.59262791,90.2565243,2771.523628,86.95017592,106.9531468,1.523949451,0.141180778,0.029263543,22.9747602
15,5502.756408,0.097411967,2948.204061,122.5028064,0.073499074,0.500852136,93.86584677,37.37349735,2619.15101,80.49109658,0.555729076,0.09422993,0.055486633,1776.219468,3627.963346,19.16121554,0.109063602,7.185281236,1691.324512,32.27227347,0.149865726,14.13476774,22.10875629
9,1457.573389,0.357396444,2.170863727,1377.233555,415.5151033,0.315581299,1386.22734,0.031059449,544.1386227,99.23311136,4.16893882,0.010895165,0.076184966,283.4425398,7704.515258,37.71763994,187.2139463,98.61709783,1059.684132,10.05325448,0.16356945,110.6908046,6880.534769
9,2507.960079,0.299021013,1.831269383,1558.756055,68.96748185,0.207233495,107.6237734,0.346190249,5683.665432,1089.018,1.529867622,2.01712931,0.017186486,1702.42385,4870.290196,0.039383369,0.324037599,1042.482265,969.5207925,526.8417376,3.28559105,0.314111224,45.0735951
7,6.715024377,0.648424162,1.291992687,0.184244448,0.045800343,0.018562537,21.00251855,74.46265813,5677.672656,237.0324762,4.371207736,0.020975212,0.307900251,120.1596812,5533.147911,4.565058152,6.377711757,57.9106729,554.6477537,66.23361542,5.94288103,1.100847176,1304.895488
13,111.0347933,0.047967958,164.7186896,0.933290177,0.262285849,0.194541242,320.2465889,0.018300776,1856.68316,732.4155803,10.23086976,1.233250665,0.010262485,6830.319474,2316.143098,0.573515692,0.157628192,0.394991344,0.375490781,0.70714941,0.251686838,0.727302892,2904.304466
13,2.301410176,0.316444355,9.411035177,2203.884922,0.073510047,17.61954954,168.3596592,5.805560423,1545.163555,6.075289042,4.734853661,0.07415712,0.022085373,10.43405277,5440.106892,0.878072777,27.8882699,0.509801669,0.659033718,0.136109734,0.031248063,0.040318607,1554.175795
7,8720.14941,0.252402829,2.337696719,7356.087993,0.214043025,0.026773503,2546.651435,0.26129551,7755.810788,0.339544762,0.293652853,1.004884277,8.96883088,6456.7973,847.6546421,350.3448911,2.224398665,4.175305484,86.13194693,143.8346708,0.045592643,0.264020773,0.352885288
5,601.9671003,0.207015239,3564.080462,3587.301258,0.411611029,0.044001462,1357.598084,8.031210181,4763.254414,0.031372771,6.942352983,13.18809466,1.8496697,4434.690032,5378.545655,6.369201107,0.26043509,29.42871497,114.8969195,1998.341054,235.9826944,0.024384878,29.32605298
7,511.4569717,0.201728802,77.43312353,8444.953064,202.796485,0.414999567,85.77854463,1.553774208,2687.095596,208.5175459,2.254735328,3.898686106,0.374517078,354.746298,4631.556769,1151.482848,1861.496284,0.375101617,4.146425663,6303.925916,69.99185473,3789.896634,5493.816822
3,6816.049029,0.016573996,905.4952659,5405.113461,0.016242848,0.054669481,176.0114778,0.413420696,2877.711624,1.269528947,0.282487101,0.018591125,0.018924811,21.36102514,1634.301222,895.0056008,2484.247142,0.016525481,0.047804321,3.230632968,0.579686621,0.021146809,193.3835936
11,0.754355603,0.431584057,3557.605053,5141.380341,4.490150511,0.081336457,4072.108624,0.073546249,485.6975949,24.85068112,3.062942539,0.025978149,0.012311152,95.83372292,3911.101258,104.5049275,9385.263937,11.70866142,8.066364832,1.650758953,0.097198291,72.44194942,82.4252656
7,342.7672602,0.248954171,1.221629235,4.508472944,0.149207415,0.01668521,699.5710288,0.040311886,2102.766615,4.06371469,24.12530638,0.652160059,0.083835436,732.6602214,882.2521843,2000.500059,0.021963129,0.010860609,229.0055743,38.73344092,18.13855188,7.458048675,3073.637147
15,732.6968897,0.02024145,0.331442472,666.2444958,0.124110664,3.110612072,3360.737017,5.755584315,1841.320745,0.511653452,7.375298301,0.887301806,0.754533145,57.77151874,70.43609325,0.018023618,0.017366738,1154.804551,1145.822842,5.646889168,1.044815844,3329.476456,5044.48204
13,2.531548497,0.28485621,78.4207612,133.0109715,0.017563231,0.481779092,681.0020003,0.073730544,220.2424812,19.78792182,5.716106569,0.878799853,0.174565512,756.4178849,127.5656032,0.184289755,0.043123214,3.462487588,4.013537388,3.310208455,0.6990102,0.044414146,5.661201965
